# TEP carbon budget in units of short tons. Created 2020-04-28 20:59:47Z 
estimate,1.5,2.0,2.5
best,54427227.81081337,157974155.2169926,282879978.38488066
low,83207422.95920962,217078170.6221511,378562787.82714677
high,36262909.27288199,120671275.33190173,222490776.0062319
