# TEP carbon budget in units of short tons. Created 2020-05-14 03:27:52Z 
estimate_emissions_based,1.5,2.0,2.5
best,54427556.990651995,157975110.6561912,282881689.2635968
low,83207926.20376506,217079483.52674043,378565077.40246457
high,36263128.5935989,120672005.16056544,222492121.64665288
